Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Año,Gènere,Salari mensual,Fills,No Fills,Grup Professional,nombre_completo,Nacida_en_España,Hijos,fecha_nacimiento,edad_actual,Increment
Núria,Ferrer,Espanya,València,26,4,1995,Dona,1294.65,,1.0,Grup A,Núria Ferrer,True,No,1995-04-26,31,0.05
Toni,García,Espanya,València,4,5,1952,Home,1132.95,,1.0,Grup A,Toni García,True,No,1952-05-04,74,0.05
Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1079.4,,1.0,Grup A,Núria Martínez Ferrer,True,No,1976-11-04,49,0.05
Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1336.65,,1.0,Grup A,Oriol Sánchez García,True,No,1965-07-16,60,0.05
Clara,Romero García,Espanya,València,8,2,1989,Dona,1308.3,1.0,,Grup A,Clara Romero García,True,Sí,1989-02-08,37,0.05
Michel,Moreau,França,Lió,2,5,1970,Home,850.5,,1.0,Grup A,Michel Moreau,False,No,1970-05-02,56,0.05
Michel,Lefevre,França,Lió,14,1,1985,Home,862.05,1.0,,Grup A,Michel Lefevre,False,Sí,1985-01-14,41,0.05
Louis,Moreau,França,Lió,13,2,1974,Home,1747.2,1.0,,Grup A,Louis Moreau,False,Sí,1974-02-13,52,0.05
Michel,Dubois Dubois,França,Lió,4,9,1979,Home,1149.75,,1.0,Grup A,Michel Dubois Dubois,False,No,1979-09-04,46,0.05
Louis,Dubois Girard,França,Lió,21,11,1950,Home,1139.25,,1.0,Grup A,Louis Dubois Girard,False,No,1950-11-21,75,0.05
Antoine,Lefevre,França,Lió,17,6,1999,Home,1303.05,,1.0,Grup A,Antoine Lefevre,False,No,1999-06-17,26,0.05
Jean,Girard Lefevre,França,Lió,28,12,1960,Home,976.5,,1.0,Grup A,Jean Girard Lefevre,False,No,1960-12-28,65,0.05
Jean,Dubois,França,Lió,13,2,1960,Home,1051.05,1.0,,Grup A,Jean Dubois,False,Sí,1960-02-13,66,0.05
Jean,Dubois,França,Marsella,16,12,1964,Home,1672.65,1.0,,Grup A,Jean Dubois,False,Sí,1964-12-16,61,0.05
Jean,Lefevre,França,Marsella,8,10,1959,Home,819.0,,1.0,Grup A,Jean Lefevre,False,No,1959-10-08,66,0.05
Sophie,Moreau Dubois,França,Marsella,27,4,1956,Dona,1581.3,,1.0,Grup A,Sophie Moreau Dubois,False,No,1956-04-27,70,0.05
Louis,Girard Lefevre,França,Marsella,26,3,1983,Home,1059.45,1.0,,Grup A,Louis Girard Lefevre,False,Sí,1983-03-26,43,0.05
Jean,Moreau Girard,França,Marsella,12,11,1989,Home,909.3,,1.0,Grup A,Jean Moreau Girard,False,No,1989-11-12,36,0.05
Jean,Dubois,França,Marsella,24,11,1970,Home,1097.25,,1.0,Grup A,Jean Dubois,False,No,1970-11-24,55,0.05
Chloé,Moreau,França,Marsella,5,5,1976,Dona,1231.65,1.0,,Grup A,Chloé Moreau,False,Sí,1976-05-05,50,0.05
Michel,Lefevre,França,Marsella,28,1,1988,Home,1176.0,,1.0,Grup A,Michel Lefevre,False,No,1988-01-28,38,0.05
Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1504.65,,1.0,Grup A,Chloé Girard Girard,False,No,1956-12-17,69,0.05
Chloé,Girard,França,París,5,10,1952,Dona,778.05,1.0,,Grup A,Chloé Girard,False,Sí,1952-10-05,73,0.05
Élise,Moreau,França,París,25,7,2001,Dona,976.5,,1.0,Grup A,Élise Moreau,False,No,2001-07-25,24,0.05
Camille,Moreau,França,París,6,2,1957,Dona,836.85,,1.0,Grup A,Camille Moreau,False,No,1957-02-06,69,0.05
Louis,Dubois Dubois,França,París,22,9,1964,Home,1050.0,,1.0,Grup A,Louis Dubois Dubois,False,No,1964-09-22,61,0.05
Michel,Girard,França,París,12,3,2004,Home,1593.9,1.0,,Grup A,Michel Girard,False,Sí,2004-03-12,22,0.05
Louis,Lefevre Girard,França,París,23,10,1970,Home,773.85,1.0,,Grup A,Louis Lefevre Girard,False,Sí,1970-10-23,55,0.05
Élise,Moreau Moreau,França,París,10,6,1992,Dona,1446.9,,1.0,Grup A,Élise Moreau Moreau,False,No,1992-06-10,33,0.05
Alessia,Rossi,Itàlia,Milà,6,12,1989,Dona,1434.3,,1.0,Grup A,Alessia Rossi,False,No,1989-12-06,36,0.05
Giulia,Russo Conti,Itàlia,Milà,25,2,1971,Dona,1096.2,,1.0,Grup A,Giulia Russo Conti,False,No,1971-02-25,55,0.05
Alessandro,Russo Ferrari,Itàlia,Roma,13,8,1965,Home,987.0,,1.0,Grup A,Alessandro Russo Ferrari,False,No,1965-08-13,60,0.05
Francesca,Conti,Itàlia,Roma,10,8,1955,Dona,850.5,1.0,,Grup A,Francesca Conti,False,Sí,1955-08-10,70,0.05
Marco,Rossi,Itàlia,Torí,3,11,2002,Altres,1568.7,,1.0,Grup A,Marco Rossi,False,No,2002-11-03,23,0.05
Alessandro,Ferrari,Itàlia,Torí,13,4,1972,Altres,1400.7,1.0,,Grup A,Alessandro Ferrari,False,Sí,1972-04-13,54,0.05
Francesca,Ferrari,Itàlia,Torí,25,3,1999,Dona,1097.25,1.0,,Grup A,Francesca Ferrari,False,Sí,1999-03-25,27,0.05
Alessia,Russo,Itàlia,Torí,28,11,1954,Dona,1017.45,1.0,,Grup A,Alessia Russo,False,Sí,1954-11-28,71,0.05
Francesca,Russo,Itàlia,Torí,9,11,1986,Dona,1411.2,1.0,,Grup A,Francesca Russo,False,Sí,1986-11-09,39,0.05
Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Home,1515.15,1.0,,Grup A,Alessandro Ferrari,False,Sí,2003-07-22,22,0.05
Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Dona,1220.1,,1.0,Grup A,Alessia Russo Russo,False,No,1995-05-18,31,0.05
Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Home,1073.1,,1.0,Grup A,Giovanni Rossi Ferrari,False,No,1991-06-14,34,0.05
Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Dona,1316.7,,1.0,Grup A,Francesca Rossi Russo,False,No,1994-09-01,31,0.05
Youssef,Bennani,Marroc,Casablanca,20,9,1957,Home,819.0,1.0,,Grup A,Youssef Bennani,False,Sí,1957-09-20,68,0.05
Youssef,Fassi Zahraoui,Marroc,Casablanca,8,3,2003,Home,1300.95,1.0,,Grup A,Youssef Fassi Zahraoui,False,Sí,2003-03-08,23,0.05
Amina,Zahraoui Fassi,Marroc,Casablanca,20,1,1984,Dona,1162.35,,1.0,Grup A,Amina Zahraoui Fassi,False,No,1984-01-20,42,0.05
Salma,El Amrani,Marroc,Casablanca,12,10,1987,Dona,1484.7,,1.0,Grup A,Salma El Amrani,False,No,1987-10-12,38,0.05
Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Dona,1468.95,1.0,,Grup A,Salma Zahraoui,False,Sí,1971-12-20,54,0.05
Amina,Fassi,Marroc,Casablanca,13,12,1971,,1533.0,,1.0,Grup A,Amina Fassi,False,No,1971-12-13,54,0.05
Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Home,1678.95,,1.0,Grup A,Youssef Zahraoui,False,No,1998-03-02,28,0.05
Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1192.8,1.0,,Grup A,Khadija El Amrani,False,Sí,1998-09-13,27,0.05
Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1585.5,,1.0,Grup A,Ali Bennani Fassi,False,No,1983-12-14,42,0.05
Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1526.7,,1.0,Grup A,Amina Zahraoui Zahraoui,False,No,1973-04-20,53,0.05
Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1276.8,,1.0,Grup A,Fatima Zahraoui Zahraoui,False,No,1993-02-06,33,0.05
Fatima,Fassi,Marroc,Rabat,6,11,2005,Altres,1513.05,1.0,,Grup A,Fatima Fassi,False,Sí,2005-11-06,20,0.05
Mohamed,Zahraoui,Marroc,Rabat,18,11,1950,Home,1570.8,,1.0,Grup A,Mohamed Zahraoui,False,No,1950-11-18,75,0.05
Salma,Zahraoui El Amrani,Marroc,Rabat,28,9,1950,Dona,1198.05,,1.0,Grup A,Salma Zahraoui El Amrani,False,No,1950-09-28,75,0.05
Amina,El Amrani,Marroc,Rabat,25,1,1959,Dona,896.7,1.0,,Grup A,Amina El Amrani,False,Sí,1959-01-25,67,0.05
Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Home,1044.75,1.0,,Grup A,Youssef Fassi El Amrani,False,Sí,1968-05-26,58,0.05
Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Dona,1377.6,,1.0,Grup A,Fatima Zahraoui El Amrani,False,No,1986-01-27,40,0.05
Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1164.45,1.0,,Grup A,Youssef Fassi Zahraoui,False,Sí,1974-07-13,51,0.05
Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,,1334.55,1.0,,Grup A,Omar Zahraoui Zahraoui,False,Sí,1983-07-01,42,0.05
Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1699.95,,1.0,Grup A,Youssef Bennani El Amrani,False,No,1960-09-05,65,0.05
Miguel,González,Mèxic,Ciutat de Mèxic,22,3,2002,Home,1607.55,,1.0,Grup A,Miguel González,False,No,2002-03-22,24,0.05
Gabriela,Cruz González,Mèxic,Ciutat de Mèxic,3,1,1955,Dona,1084.65,1.0,,Grup A,Gabriela Cruz González,False,Sí,1955-01-03,71,0.05
José,González,Mèxic,Ciutat de Mèxic,16,8,1973,Home,1077.3,,1.0,Grup A,José González,False,No,1973-08-16,52,0.05
Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1748.25,,1.0,Grup A,Miguel Ramírez,False,No,2005-04-26,21,0.05
José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1501.5,,1.0,Grup A,José Cruz González,False,No,1983-10-24,42,0.05
Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1356.6,1.0,,Grup A,Camila Cruz Cruz,False,Sí,1954-07-19,71,0.05
Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1605.45,1.0,,Grup A,Carlos Ramírez Cruz,False,Sí,1971-12-28,54,0.05
Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,721.35,,1.0,Grup A,Luisa González Hernández,False,No,2005-04-19,21,0.05
Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1529.85,1.0,,Grup A,Andrés Ramírez Hernández,False,Sí,1956-09-02,69,0.05
Camila,Hernández Ramírez,Mèxic,Guadalajara,17,12,1996,Dona,1228.5,1.0,,Grup A,Camila Hernández Ramírez,False,Sí,1996-12-17,29,0.05
José,Hernández,Mèxic,Guadalajara,12,1,1992,Altres,1440.6,,1.0,Grup A,José Hernández,False,No,1992-01-12,34,0.05
Miguel,González,Mèxic,Guadalajara,15,9,1955,Home,1232.7,,1.0,Grup A,Miguel González,False,No,1955-09-15,70,0.05
Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Home,1318.8,1.0,,Grup A,Miguel Cruz,False,Sí,1955-09-28,70,0.05
María,Cruz,Mèxic,Guadalajara,23,6,1978,Dona,783.3,1.0,,Grup A,María Cruz,False,Sí,1978-06-23,47,0.05
Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Dona,1465.8,,1.0,Grup A,Gabriela Cruz,False,No,1955-01-27,71,0.05
Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Dona,880.95,,1.0,Grup A,Camila Cruz Cruz,False,No,1952-01-02,74,0.05
Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,758.1,,1.0,Grup A,Luisa Cruz Ramírez,False,No,1985-02-19,41,0.05
Beatriz,Ferreira Ferreira,Portugal,Lisboa,17,11,1952,,1022.7,,1.0,Grup A,Beatriz Ferreira Ferreira,False,No,1952-11-17,73,0.05
João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Home,1286.25,,1.0,Grup A,João Oliveira Ferreira,False,No,1985-03-21,41,0.05
Miguel,Silva,Portugal,Lisboa,12,6,1971,,941.85,,1.0,Grup A,Miguel Silva,False,No,1971-06-12,54,0.05
Inês,Silva,Portugal,Lisboa,20,8,1990,Dona,1177.05,1.0,,Grup A,Inês Silva,False,Sí,1990-08-20,35,0.05
João,Oliveira,Portugal,Lisboa,1,7,1979,Home,1339.8,,1.0,Grup A,João Oliveira,False,No,1979-07-01,46,0.05
João,Silva,Portugal,Lisboa,2,7,1994,Home,1715.7,,1.0,Grup A,João Silva,False,No,1994-07-02,31,0.05
Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Altres,1326.15,,1.0,Grup A,Tiago Ferreira Pereira,False,No,1959-03-15,67,0.05
Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Dona,721.35,,1.0,Grup A,Inês Oliveira Ferreira,False,No,1970-05-02,56,0.05
Tiago,Ferreira,Portugal,Porto,22,11,1993,Home,1308.3,1.0,,Grup A,Tiago Ferreira,False,Sí,1993-11-22,32,0.05
Tiago,Silva Pereira,Portugal,Porto,24,3,1980,Home,1502.55,,1.0,Grup A,Tiago Silva Pereira,False,No,1980-03-24,46,0.05
Tiago,Oliveira,Portugal,Porto,22,3,1989,Home,1421.7,1.0,,Grup A,Tiago Oliveira,False,Sí,1989-03-22,37,0.05
Miguel,Ferreira,Portugal,Porto,19,2,1990,Home,1262.1,,1.0,Grup A,Miguel Ferreira,False,No,1990-02-19,36,0.05
Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Dona,1000.65,,1.0,Grup A,Inês Silva Oliveira,False,No,1986-02-11,40,0.05
Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Home,1081.5,,1.0,Grup A,Miguel Oliveira Pereira,False,No,1958-04-19,68,0.05
Sophie,Taylor,Regne Unit,Londres,27,2,1983,Dona,1542.45,,1.0,Grup A,Sophie Taylor,False,No,1983-02-27,43,0.05
Oliver,Jones,Regne Unit,Londres,1,6,1959,Home,956.55,1.0,,Grup A,Oliver Jones,False,Sí,1959-06-01,67,0.05
George,Taylor Taylor,Regne Unit,Londres,8,9,1965,Home,1191.75,1.0,,Grup A,George Taylor Taylor,False,Sí,1965-09-08,60,0.05
James,Smith,Regne Unit,Londres,1,6,1954,Home,1131.9,,1.0,Grup A,James Smith,False,No,1954-06-01,72,0.05
William,Brown Smith,Regne Unit,Londres,17,7,1959,Home,1204.35,1.0,,Grup A,William Brown Smith,False,Sí,1959-07-17,66,0.05
Sophie,Jones,Regne Unit,Londres,26,1,1963,Dona,718.2,,1.0,Grup A,Sophie Jones,False,No,1963-01-26,63,0.05
William,Brown,Regne Unit,Londres,24,2,1991,Home,1046.85,1.0,,Grup A,William Brown,False,Sí,1991-02-24,35,0.05
Olivia,Taylor,Regne Unit,Londres,13,9,1992,,1486.8,1.0,,Grup A,Olivia Taylor,False,Sí,1992-09-13,33,0.05
Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1312.5,1.0,,Grup A,Emily Taylor,False,Sí,1976-03-24,50,0.05
Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1298.85,,1.0,Grup A,Isla Taylor Smith,False,No,1965-05-07,61,0.05
William,Taylor,Regne Unit,Londres,11,10,1957,Home,1067.85,,1.0,Grup A,William Taylor,False,No,1957-10-11,68,0.05
George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1186.5,1.0,,Grup A,George Brown Jones,False,Sí,1979-12-27,46,0.05
Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1074.15,,1.0,Grup A,Olivia Brown Brown,False,No,1952-08-28,73,0.05
Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1256.85,,1.0,Grup A,Isla Jones Brown,False,No,1999-03-28,27,0.05
William,Smith,Regne Unit,Manchester,19,5,1997,Home,1475.25,1.0,,Grup A,William Smith,False,Sí,1997-05-19,29,0.05
